12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/31/2016,3/31/2017,6/30/2017,9/30/2017,12/31/2017,3/31/2018,6/30/2018,9/30/2018,12/31/2018,3/31/2019,6/30/2019,9/30/2019,12/31/2019,3/31/2020,6/30/2020,9/30/2020
,,BL115177,BL198824,BL228097,BL238727,BL242848,BL235003,BL244067,BL255501,BL252700,BL264384,BL270193,BL277717,BL267859,BL267827,BL263096,BL262593,BL268525,BL255241
,,,BL221932,BL200551,BL235149,BL238559,BL178125,BL241668,BL256250,BL252450,BL264940,BL268909,BL283048,BL265415,BL264270,BL263658,BL268375,BL268988,BL255284
,,,BL193275,BL228200,BL238075,BL238528,BL173220,BL249678,BL256779,BL252451,BL264408,BL249678,BL272504,BL268255,BL264833,BL258313,BL267931,BL263622,BL267016
,,,BL222234,BL227109,BL235129,BL244829,BL174967,BL253959,BL256507,BL256472,BL261887,BL250867,BL283540,BL264277,BL268211,BL262837,BL264262,BL264386,BL267174
,,,BL222566,BL221396,BL238078,BL235818,BL194359,BL251813,BL257823,BL255284,BL263527,BL248414,BL277177,BL265142,BL268220,BL260471,BL264269,BL265493,BL267819
,,,BL199124,BL213417,BL235818,BL239235,BL180772,BL249393,BL256508,BL255711,BL266251,BL249434,BL292721,BL264270,BL266251,BL264030,BL265469,BL263923,BL267827
,,,BL213417,BL220860,BL237265,BL244847,BL194448,BL251803,BL258569,BL265315,BL262837,BL269824,BL273705,BL264262,BL268221,BL255714,BL268988,BL266024,BL267931
,,,BL213567,BL221881,BL236441,BL241668,BL189502,BL249221,BL258581,BL264771,BL263002,BL268187,BL278225,BL266676,BL264262,BL258305,BL265493,BL269624,BL268187
,,,BL221396,BL193129,BL237644,BL237757,BL185700,BL248622,BL256111,BL266406,BL257815,BL267931,BL291377,BL264833,BL264630,BL262812,BL269624,BL262450,BL268201
,,,BL224167,BL221153,BL237757,BL238555,BL222292,BL249838,BL258875,BL264262,BL262488,BL268211,BL292894,BL267169,BL262947,BL252657,BL264384,BL256669,BL268220
,,,,BL224072,BL235765,BL241029,BL193275,BL246641,BL258292,BL262110,BL261982,BL271396,BL279559,BL266251,BL266676,BL252667,BL268525,BL262812,BL268221
,,,,BL227160,BL235775,BL239922,BL192484,BL248517,BL257620,BL265955,BL262268,BL269519,BL285067,BL268313,BL266406,BL262450,BL265955,BL268292,BL268223
,,,,BL227514,BL236803,BL236995,BL201089,BL244847,BL258853,BL266024,BL265827,BL269518,BL285607,BL265203,BL265742,BL267169,BL256250,BL267169,BL268292
,,,,BL230873,BL236826,BL221396,BL193129,BL248205,BL256472,BL264270,BL264386,BL268514,BL293381,BL266024,BL266024,BL268221,BL256669,BL267174,BL268313
,,,,BL230888,BL235815,BL214824,BL181844,BL243427,BL263194,BL262812,BL258043,BL269238,BL268292,BL267819,BL268292,BL264572,BL265827,BL263096,BL248205
,,,,BL226922,BL238253,BL213667,BL136736,BL249064,BL264572,BL264833,BL264929,BL258361,BL268988,BL268493,BL268493,BL268211,BL268292,BL263445,BL248517
,,,,BL199124,BL236132,BL221885,BL239783,BL243117,BL265493,BL263096,BL264344,BL257455,BL268313,BL264940,BL269082,BL268220,BL264270,BL264269,BL249185
,,,,BL214765,BL234906,BL222292,BL250079,BL245012,BL262593,BL263112,BL263522,BL257672,BL272620,BL262804,BL263002,BL265961,BL263002,BL264270,BL249221
,,,,BL227275,BL239586,BL230896,BL249288,BL242098,BL262937,BL265961,BL262593,BL258570,BL268576,BL263002,BL262812,BL264270,BL263445,BL264940,BL249434
,,,,BL222239,BL236674,BL230354,BL249678,BL250867,BL258305,BL266023,BL263445,BL255714,BL271576,BL262809,BL258361,BL268255,BL264940,BL281230,BL249678
,,,,BL222459,BL235684,BL221929,BL246641,BL254454,BL256630,BL262488,BL260471,BL269186,BL276900,BL262812,BL262809,BL265955,BL274101,BL283316,BL249838
,,,,BL201076,BL238260,BL226994,BL250867,BL251692,BL258040,BL264929,BL256111,BL270353,BL277400,BL242468,BL244847,BL267819,BL280251,BL276826,BL249938
,,,,BL221394,BL236995,BL239854,BL248073,BL251846,BL256511,BL263522,BL255501,BL266024,BL251803,BL252803,BL249434,BL267827,BL283316,BL282786,BL250103
,,,,BL214824,BL238559,BL240176,BL245012,BL251616,BL261839,BL267552,BL257124,BL265415,BL270456,BL249938,BL252803,BL264277,BL274107,BL285328,BL256630
,,,,BL214863,BL238528,BL242019,BL245055,BL253099,BL257554,BL264940,BL251568,BL266977,BL269238,BL249193,BL249193,BL265742,BL276826,BL284815,BL256669
,,,,BL228403,BL238574,BL530182,BL251721,BL251843,BL258203,BL255285,BL249813,BL269082,BL269515,BL249434,BL249678,BL265415,BL285266,BL282346,BL256794
,,,,BL215247,BL220828,BL243518,BL245010,BL250079,BL256294,BL270353,BL250103,BL269782,BL266039,BL258313,BL235542,BL264833,BL282346,BL299530,BL279790
,,,,,BL214765,BL243401,BL246359,BL252081,BL251802,BL268292,BL277632,BL264262,BL270111,BL264030,BL258313,BL265142,BL311009,BL309413,BL276610
,,,,,BL213902,BL243779,BL242607,BL256186,BL255912,BL268211,BL278420,BL266039,BL269805,BL262090,BL262268,BL264262,BL297911,BL309430,BL281230
,,,,,BL225419,BL243649,BL251803,BL254707,BL256186,BL268313,BL271889,BL270111,BL269519,BL263112,BL264030,BL267174,BL295940,BL291377,BL276900
,,,,,BL221885,BL243295,BL244829,BL258570,BL252451,BL263658,BL272284,BL270456,BL201089,BL277509,BL263445,BL264630,BL293381,BL295940,BL276960
,,,,,BL221929,BL243298,BL243297,BL258279,BL252700,BL264344,BL277509,BL268220,BL257672,BL270353,BL270353,BL266251,BL291377,BL294854,BL277057
,,,,,BL224235,BL243117,BL530182,BL256111,BL255711,BL266676,BL273705,BL267169,BL257455,BL272187,BL272187,BL268493,BL282871,BL299971,BL282786
,,,,,BL227514,BL243205,BL250043,BL257614,BL255285,BL264630,BL280344,BL272620,BL258313,BL270579,BL277057,BL268313,BL294854,BL287002,BL282828
,,,,,BL230354,BL242126,BL248517,BL257620,BL262090,BL268909,BL271061,BL274109,BL255714,BL277057,BL271539,BL266024,BL301737,BL293381,BL282856
,,,,,BL230326,BL243427,BL251616,BL256294,BL265315,BL267890,BL271080,BL276826,BL268829,BL271889,BL272555,BL264940,BL299971,BL294010,BL282871
,,,,,BL224255,BL243297,BL244847,BL256304,BL263445,BL264386,BL274101,BL271080,BL269464,BL269624,BL272558,BL262804,BL285059,BL299117,BL283048
,,,,,BL225373,BL240380,BL251692,BL260792,BL262809,BL265038,BL277332,BL272654,BL269186,BL270193,BL271061,BL263002,BL294010,BL288292,BL283223
,,,,,BL226994,BL240392,BL243295,BL255496,BL263096,BL254713,BL272187,BL272187,BL269547,BL271080,BL270579,BL262809,BL288292,BL293839,BL283316
,,,,,BL236984,BL242125,BL251813,BL258313,BL262812,BL269782,BL271621,BL277400,BL272630,BL271061,BL274402,BL241337,BL299117,BL285059,BL283512
,,,,,BL530182,BL242296,BL243205,BL258040,BL265415,BL269186,BL272736,BL262488,BL268255,BL272558,BL279673,BL251616,BL287002,BL274107,BL293381
,,,,,BL237938,BL242204,BL239798,BL258043,BL264833,BL268493,BL276960,BL262809,BL269624,BL272169,BL277689,BL249678,BL293839,BL280251,BL294010
,,,,,,BL238574,BL242468,BL258305,BL263121,BL269673,BL273704,BL263096,BL270193,BL276826,BL277717,BL235542,BL282719,BL274109,BL294352
,,,,,,BL240170,BL249938,BL256508,BL265961,BL272187,BL272312,BL262804,BL267169,BL275777,BL277177,BL262090,BL274109,BL300812,BL294854
,,,,,,BL241177,BL248414,BL257542,BL262110,BL269470,BL276610,BL262090,BL276826,BL274109,BL271889,BL262947,BL282786,BL296934,BL295512
,,,,,,BL237938,BL241337,BL256779,BL263112,BL268988,BL277177,BL264269,BL280251,BL273705,BL279559,BL263445,BL281230,BL311032,BL295514
,,,,,,,BL241451,BL257124,BL263522,BL271539,BL274402,BL263002,BL270251,BL272736,BL274109,BL270579,BL296934,BL297911,BL234871
,,,,,,,BL240729,BL257823,BL264929,BL265748,BL275777,,BL274109,BL273704,BL272736,BL273210,BL311032,BL310348,BL234906
,,,,,,,BL230888,BL256507,BL262488,BL265203,BL281716,,BL264270,BL272504,BL269624,BL271539,BL310348,BL312030,BL234908
,,,,,,,BL200939,BL256771,BL262837,BL269604,BL269624,,BL262809,BL274107,BL273240,BL277057,BL309430,BL254713,BL324896
,,,,,,,BL224978,BL258292,BL264262,BL268010,BL270212,,BL262110,BL279559,BL272504,BL272558,BL300324,BL258313,BL287002
,,,,,,,BL249550,BL258875,BL264277,BL271621,BL268909,,BL263096,BL274101,BL270111,BL272555,BL309413,BL328425,BL275384
,,,,,,,BL252317,BL256630,BL257672,BL268008,BL270253,,BL262090,BL292894,BL269822,BL272187,BL299530,BL329414,BL298137
,,,,,,,BL245332,BL256103,BL263658,BL267016,BL271576,,,,BL274107,BL271080,BL258305,BL320479,BL285059
,,,,,,,BL243518,BL258569,BL264344,BL269082,BL267169,,,,BL274101,BL271889,BL262450,BL322048,BL130836
,,,,,,,BL705651,BL258853,BL264384,BL269519,BL276900,,,,BL275384,BL271061,BL257672,BL329793,BL324687
,,,,,,,,BL256511,BL264386,BL268375,BL254501,,,,BL275777,BL277689,BL258313,BL329428,BL198330
,,,,,,,,BL255419,BL263923,BL269518,BL254454,,,,,BL275384,BL262837,BL329434,BL240745
,,,,,,,,BL252451,BL255241,BL272695,BL248073,,,,,BL275777,BL328425,BL328488,BL267166
,,,,,,,,BL254415,BL254713,BL265742,BL251813,,,,,BL269624,BL321917,BL321673,BL266977
,,,,,,,,BL255285,BL264763,BL266251,BL251721,,,,,BL272736,BL329428,BL320421,BL267169
,,,,,,,,BL255726,BL265742,BL262809,BL249678,,,,,BL272504,BL329434,BL318308,BL182832
,,,,,,,,BL256472,BL265748,BL262450,BL266039,,,,,BL274107,BL328488,BL321238,BL269782
,,,,,,,,BL255714,BL265203,BL258361,BL268517,,,,,BL279559,BL329410,BL319085,BL300812
,,,,,,,,BL255284,BL262450,BL262090,BL266045,,,,,BL274109,BL321912,BL326898,BL311626
,,,,,,,,BL255711,BL263002,BL263445,BL269519,,,,,,BL320421,BL316584,BL342593
,,,,,,,,,BL264408,BL263427,BL269822,,,,,,BL320479,BL321917,BL283894
,,,,,,,,,BL263427,BL264269,BL270456,,,,,,BL324896,BL315984,BL276648
,,,,,,,,,BL264771,BL270296,BL269518,,,,,,BL320420,BL321283,BL294485
,,,,,,,,,BL264269,BL266045,BL258361,,,,,,BL319691,BL329183,BL295461
,,,,,,,,,BL264554,BL262837,BL257455,,,,,,BL316584,BL330021,BL320479
,,,,,,,,,BL264270,BL265493,BL258305,,,,,,BL321283,BL329095,BL269082
,,,,,,,,,,BL266039,BL267890,,,,,,BL319085,,BL824236
,,,,,,,,,,BL265469,BL266023,,,,,,BL329095,,BL285485
,,,,,,,,,,BL270279,BL269186,,,,,,,,
,,,,,,,,,,BL263194,BL270353,,,,,,,,
,,,,,,,,,,BL269077,BL270329,,,,,,,,
,,,,,,,,,,BL269270,BL269464,,,,,,,,
,,,,,,,,,,BL269822,BL268829,,,,,,,,
,,,,,,,,,,BL269824,BL267931,,,,,,,,
,,,,,,,,,,BL269818,BL269604,,,,,,,,
,,,,,,,,,,BL269780,BL271539,,,,,,,,
,,,,,,,,,,BL268529,BL268576,,,,,,,,
,,,,,,,,,,BL272169,BL268010,,,,,,,,
,,,,,,,,,,,BL268255,,,,,,,,
,,,,,,,,,,,BL277400,,,,,,,,
,,,,,,,,,,,BL272169,,,,,,,,
,,,,,,,,,,,BL264277,,,,,,,,
,,,,,,,,,,,BL263096,,,,,,,,
,,,,,,,,,,,BL262090,,,,,,,,
,,,,,,,,,,,BL262450,,,,,,,,
,,,,,,,,,,,BL256250,,,,,,,,
